Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,time,date
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,86700.0,1.0,86700.0,BUY,21-04-2025 22:32,110.10307,Open Long,0.0,0xb626d895f413f7960a190421fb079b02045e00bd2b89ac7a606488114f5c07b5,87834264573,False,0.0,595000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,ONDO,1.3785,1108.0,1527.38,SELL,13-02-2025 01:19,2583.0,Close Long,4.123976,0x9c30bc9de5c5944553a2041da391f202018e000625cee1b268c7fe35bdcfa279,71835589366,False,0.076368,528000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,ETH,1569.0,0.7672,1203.74,SELL,10-04-2025 19:51,30.0,Close Long,3.22224,0xad27a084db17c4f0efde04214754b2020544009755dc38d9890da2bfd2c0d691,85596958424,False,0.120373,134000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8477e447846c758f5a675856001ea72298fd9cb5,WLD,4.991,84.0,419.24,BUY,05-06-2024 20:33,-608.7,Close Short,0.49476,0x19cb061b304290024a91040abfd31d01410005398124fa1be3068c04152b187e,25064392775,False,0.041924,512000000000000.0,1720000000000.0,2024-07-03 09:46:40,2024-07-03
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,ETH,4024.0,1.0449,4204.68,SELL,17-12-2024 20:21,-200.0,Open Short,0.0,0x2157ad97329cd583f97d041976575b0202670042f497740e04e8be8a244b5a1b,56022870409,False,0.420467,682000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,SOL,235.97,5.0,1179.85,SELL,28-11-2024 18:29,15.03,Close Long,2.477,0x37ede020cf6ab31bdcb50417eb6fca0185007240b587d66011afc225d7d38e64,51072390798,True,0.412947,1030000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,15.248,17.24,262.88,SELL,16-04-2025 16:33,831.84,Close Long,5.56852,0xd55dedc75e26a5156d460421a6d4bd01d500078cee5ac31599d6efe19e7125af,86917287309,True,0.092006,962000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,14.745,0.85,12.53,BUY,19-03-2025 15:44,5622.98,Open Long,0.0,0xe29a7c55d3feb7abc34b041fd9c257017b0048d626846d5369aa9d244b8b4838,80697091638,True,0.003759,412000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,ETH,1795.2,0.558,1001.72,BUY,01-05-2025 01:34,-4.7727,Close Short,-112.34772,0x3115380ea9539b24a74504228f4dd302011d00e5254aa285a148e6f8716f5c79,90065472038,True,0.350602,355000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,21.886,0.95,20.79,SELL,24-02-2025 18:46,12493.04,Close Long,-0.037145,0xb634b5fdea8a84752672041e60854902037900fcf4b8147fc3d465e8a6bd2813,74458964596,True,0.007277,327000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,SOL,233.15,10.0,2331.5,SELL,27-11-2024 12:56,25.03,Close Long,20.018,0x6c121630e1cc6e3fac090417d1dc4102014c00bfec239841c40029e2f910768f,50746527474,True,0.816025,805000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,@107,18.675,10.0,186.75,BUY,28-02-2025 09:33,669.6430292,Buy,0.0,0xa333ef26f1f62d2f8061041e9c55fc0205db00177ebd13973f358c8dd37c6a78,75701248684,False,0.001,690000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,18.288,1.6,29.26,SELL,12-12-2024 19:04,1486.987971,Sell,1.717669,0x0000000000000000000000000000000000000000000000000000000000000000,54918068482,False,0.0,490000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x4f93fead39b70a1824f981a54d4e55b278e9f760,ETH,2933.0,7.5,21997.5,BUY,03-08-2024 21:40,235.3658,Open Long,0.0,0x0d157cb0f7d93222d17f040e9e8fe80201c20079ca2833b7317c6cb64f904955,32260970320,True,7.699125,239000000000000.0,1720000000000.0,2024-07-03 09:46:40,2024-07-03
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,HYPE,18.17,100.0,1817.0,SELL,20-04-2025 05:56,-400.0,Open Short,0.0,0x32f96e95ae374dfbe2120421e01207018d00358a665875ac693ae6e331a5446a,87542791693,True,0.63595,524000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,11.507,43.03,495.15,SELL,03-04-2025 22:37,28924.4,Close Long,0.361452,0x9c194bfdcb1d7c6ea2980420d618b6015000171aca23c1d4173afa38c7eb16a2,83713726585,True,0.148543,336000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,TAO,447.1,0.727,325.04,BUY,21-02-2025 23:09,6.118,Open Long,0.0,0xaf7ea32fb9009c63deba041e330cf50203b500e51215dc2bde14c3711fe43447,73926856832,False,0.016252,371000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,24.658,20.28,500.06,BUY,06-02-2025 04:20,-8035.65,Close Short,37.706604,0xe61bd8369122e3a3c64d041d3621730149000151e58195f75622a3743f72eebd,69964570021,True,0.175022,609000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,15.679,116.45,1825.82,BUY,26-03-2025 10:12,8531.88,Open Long,0.0,0x9b6aa0b0311e10debf7b042049205b019e003f9b943188e3be50d805a790e026,81849520198,True,0.547745,710000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,JELLY,0.006565,215651.0,1415.75,BUY,19-02-2025 22:43,-215651.0,Close Short,-18.330335,0x7c7374082234f9a7f226041e123b7302031100af81b7714c3d3c7517f1e71695,73455052746,True,0.475691,24000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,HYPE,23.989,134.81,3233.96,BUY,16-12-2024 07:50,499.98,Open Long,0.0,0xcd518716bf55c13151a504195709d6010100a822808db77631ee960b298b9038,55680793127,False,0.161697,731000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,HBAR,0.2876,191.0,54.93,BUY,19-12-2024 20:38,-717.0,Close Short,1.417984,0x290e69f96ca41250479704199fa48602018e002553216cf57fbac6207f6c5e93,56631047579,True,0.019226,739000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,24.9,160.64,3999.94,SELL,20-12-2024 12:36,37389.86055,Sell,-147.189598,0xde4ce7e78ff61b183a130419ad45f5020230000d547cef819ce60774955210eb,56896995562,False,0.199996,829000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,81917.0,0.00062,50.79,BUY,04-04-2025 17:04,0.71109,Open Long,0.0,0x84ff3b0c372751b7bc750420e2d6650203cb009d856712c7633dbf808435d1bd,83883545895,True,0.017775,996000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,LTC,127.17,0.39,49.6,BUY,18-01-2025 14:34,-2.46,Close Short,2.178657,0x15aaac001c069777af8c041bbfeaf901b4004afbd43b87bfc0280679f8b3b052,63960509748,True,0.017358,433000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,16.396,169.64,2781.42,SELL,04-03-2025 16:18,5632.89,Close Long,41.120736,0xa813553d2e54f40829c3041ee31a78020145008e8e5775bb69670fd65a3c119f,77002387660,True,0.834425,849000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x271b280974205ca63b716753467d5a371de622ab,FARTCOIN,1.0412,2394.1,2492.74,SELL,22-04-2025 21:23,-97896.3,Open Short,0.0,0xf1daa53e05a9dc068d6104220a6f150202660095917b04f39ab3d651ffc6d29f,88053174087,True,0.717908,795000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,@107,5.6144,662.14,3717.52,BUY,29-11-2024 23:24,18925.93717,Buy,0.0,0xf339c2a0a1e6788c7255041803475602017b00bb67e6a9aa1aba2bf110333315,51330164861,False,0.06356511,243000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,HYPE,18.194,234.63,4268.86,BUY,24-04-2025 01:43,7765.37,Open Long,0.0,0xd9f22404638be8ee1fb704221dce3602016900414362da20a64926a1c5afe6df,88412610697,True,1.4941,502000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,ONDO,1.3803,1872.0,2583.92,SELL,13-02-2025 01:23,7632.0,Close Long,2.435472,0x37b7b0545f5337809ee9041da39b0f01cd00b46e5ce1d3acfa82d4ff43fec724,71835956450,True,0.775176,1000000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,19.385,38.67,749.62,BUY,25-02-2025 07:22,232127.22,Open Long,0.0,0x58aff135b4cced95d7b7041e6925ff0202ab008eb5eb6314802cb09ec0178404,74607648926,False,0.03598,692000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,16.652,3.94,65.61,SELL,24-03-2025 09:26,329.8672333,Sell,4.421729,0x88d89a095ade29b7ce04042027829f01410077565db118d868b55b9364c750b0,81470622380,True,0.019682,476000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,15.217,305.89,4654.73,BUY,07-03-2025 00:31,78096.24,Open Long,0.0,0x0000000000000000000000000000000000000000000000000000000000000000,77670309691,False,0.0,450000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,94361.0,0.00979,923.79,BUY,12-02-2025 19:08,-0.00979,Close Short,18.501142,0x09f589751b07ed61dd2d041d9fdbee0203c300f9346372ef1d89794d8053878c,71739524765,True,0.277138,510000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,KAITO,0.7387,1223.0,903.43,SELL,19-04-2025 14:05,-32577.0,Open Short,0.0,0xf37508f68940cb902c550421d5993d020131007c5f331b888cdb5164e64c2cd2,87455370331,False,0.090343,640000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,MELANIA,8.0126,378.5,3032.77,SELL,20-01-2025 19:26,378.6,Close Long,-603.983805,0x5ea607b7bb0cc3513134041bed865701fc00f24bd563a118a6baad260fc47e0f,64866672230,True,1.061469,207000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8477e447846c758f5a675856001ea72298fd9cb5,POPCAT,0.3455,1606.0,554.87,BUY,23-04-2025 06:02,-166906.0,Close Short,-44.540804,0x3f98ed60fd92feebcca10422105234020325001769edb021a55341218dfb03e2,88151047440,False,0.055487,186000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x2c229d22b100a7beb69122eed721cee9b24011dd,AIXBT,0.53403,1169.0,624.28,SELL,10-01-2025 14:31,247212.0,Close Long,89.75582,0xfda870f7b9fa521adf3d041b1c4ad501f700853bab816ccefc7bec949d6d6428,62010834447,False,0.062428,882000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8477e447846c758f5a675856001ea72298fd9cb5,WLD,0.7774,707.0,549.62,BUY,13-04-2025 12:54,-707.0,Close Short,5.3732,0x339937d9d97fea63504704217374de0201ef008540cf5a7de8c10eabfc52f2d2,86182065703,True,0.192367,331000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,@107,22.601,21.6,488.18,SELL,20-01-2025 13:48,496.6051978,Sell,41.193894,0x731d93ac25df8496aa07041be8926d018e00b95cb37913612e2dbdf5e1ab8dcf,64764211692,True,0.170863,1060000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,14.26,143.9,2052.01,BUY,10-03-2025 21:30,5701.210442,Buy,0.0,0x518e84294506d3aeb9b2041f4921260201060020b0600b0ef7008a8d58771304,78723099370,False,0.00719495,443000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x39cef799f8b69da1995852eea189df24eb5cae3c,BTC,82982.0,0.03617,3001.46,SELL,09-04-2025 23:55,10.38545,Close Long,16.31267,0x179394994c54cb46416b042139a2070202a80009fc4dcb4301c3ea4695d2058a,85392445640,False,0.150072,114000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,12.841,1.0,12.84,SELL,14-03-2025 09:48,67808.1,Close Long,0.0659,0x6de88e94465033afec7f041f83a8d201f4002048ade3ac67e744cd31afa8e030,79743319126,False,0.0,267000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8170715b3b381dffb7062c0298972d4727a0a63b,MELANIA,0.512,132.7,67.94,BUY,23-04-2025 22:10,-770533.9,Close Short,5.829511,0x8970943537b914fcb66e04221b5e9d0204ba00d18205877748c1bc60faaca3e2,88369721791,False,0.006522,716000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,MELANIA,13.427,21.7,291.37,SELL,20-01-2025 12:28,3748.3,Close Long,-9.928401,0x9bd708453cc078669d34041be766f102019f004c8b8097d80a2a635a12f6a0a7,64729318429,True,0.101978,153000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8477e447846c758f5a675856001ea72298fd9cb5,FARTCOIN,1.0994,2273.9,2499.93,SELL,22-04-2025 20:08,-8846.3,Open Short,0.0,0xc07660bd71da5cc34f0404220997530202a8002b16379c71ffad6c0b6dbe5c58,88031540316,True,0.874973,1040000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,22.8,195.66,4461.05,BUY,09-02-2025 19:24,1470.690523,Buy,0.0,0x75eeadd5c4e48415f7bc041d70b39f0201fb00c426e132d788578017333ba8a3,70821790717,False,0.01956596,101000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,25.44,36.0,915.84,BUY,23-12-2024 20:52,-6671.44,Close Short,106.9992,0x4f8bef5e6915d91a0fbe0419dd632502012a0084d74891f8ddb3350590a9fae7,58069604769,True,0.320544,871000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,BTC,97308.0,0.01021,993.51,BUY,21-02-2025 23:06,1.24548,Open Long,0.0,0xbf55e97dfca2dcd56c32041e33048e0201f000debb5dd7727cd6952047633299,73910451049,False,0.049675,815000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,PURR,0.15636,954.0,149.17,SELL,04-02-2025 02:46,-8720.0,Open Short,0.0,0x1bc7262f54f7325c3cb5041d14be8d01c400da18eaf769d5240ad5e6e6da0268,69179671238,True,0.050119,606000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,85300.0,0.012,1023.6,SELL,15-04-2025 09:04,62.2812,Close Long,6.6024,0x8885acd411d7c076bd2604219191460201c4008a27ad3bb052c53cb8c504979c,86618342363,False,0.0,674000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,21.503,100.06,2151.59,BUY,24-02-2025 13:35,94070.86,Open Long,0.0,0x8c71211f04d6a4013984041e5cf67e016500e48f7ffc2ea4a9c5597e555dfef3,74400900689,False,0.206552,625000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,15.886,1.01,16.04,SELL,12-04-2025 13:38,-5428.14,Open Short,0.0,0xee596c2a2f15c23dde90042163b2cc0201b300194112cd8c41ca28469038a4d6,85981548301,True,0.005615,686000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,18.508,106.68,1974.43,BUY,25-02-2025 10:06,1044.960433,Buy,0.0,0x244e8cff96f6aa7f73d4041e6b01dc02045400b8462723bae107db8babfd9ec9,74676992187,True,0.03733796,559000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.585,36.81,573.68,BUY,07-03-2025 00:00,5864.62,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772,True,0.200789,528000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,27.25,0.06,1.64,SELL,05-02-2025 19:51,-19631.59,Open Short,0.0,0xdddc290a3a23ec0cbc90041d3059e801f6008a94bd4931bdcb1879629addc910,69466927050,False,0.000163,638000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,17.519,50.0,875.95,SELL,05-03-2025 00:27,4674.83,Close Long,31.505,0x8f0415e60b961e01eda0041ee854650201eb00bbe978040ba57b26e25c7b1e62,77155872593,True,0.306582,304000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb899e522b5715391ae1d4f137653e7906c5e2115,SOL,127.03,582.93,74049.6,SELL,10-03-2025 04:05,2537.45,Close Long,169.749216,0xaaccaab2134ef4098543041f3d0e390201e400115f104416f7a152efb211754d,78504311752,True,18.512399,660000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,HYPE,24.32,17.27,420.01,SELL,20-02-2025 04:31,1537.88,Close Long,3.236398,0x39201a0eb82903b37293041e162d9a02023200fb33bb4feb8a3ae02f57f4b6de,73509068074,False,0.021,717000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,BTC,42420.0,0.00477,202.34,SELL,06-02-2024 02:41,-1.17884,Open Short,0.0,0xb38f4649b40a96affe8c04077ca45a01d60011bf3254164f4c9b06b376835696,8900492126,False,-0.004046,857000000000000.0,1710000000000.0,2024-03-09 16:00:00,2024-03-09
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,@107,19.3,25.91,500.06,BUY,01-05-2025 09:13,2746.270875,Buy,0.0,0xb161a6c4cbb5fe5b09550422948c3e01df00890ff23c2020d77532fd74838440,90125488396,False,0.00129549,66300000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,PURR/USDC,0.1955,683.0,133.53,BUY,29-11-2024 13:32,30689.38112,Buy,0.0,0x4b8581b8ea686e14c8c20417fbbc6701f40041f3376efc0a64e75492e41cf97b,51243715016,True,0.23904,614000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,17.721,868.22,15385.73,SELL,05-03-2025 08:10,125898.87,Close Long,960.338142,0x0391d319e62be49373f4041eed87270208ee00705347ffd836f7c93b5c4e1d92,77255189086,True,3.846431,519000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,25.2,4.74,119.45,SELL,19-12-2024 11:08,33013.2141,Sell,0.565296,0x040bbf77660c69921f4e041997846c01b200a6d1878904f135beaaa01dc27596,56528797517,False,0.005972,391000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,BTC,96724.0,0.00015,14.51,BUY,11-02-2025 19:32,0.20134,Open Long,0.0,0xbbbdf907f5d280c0403c041d910a530201ce006214f728bcb8909e24a0bd1dd8,71486435433,True,0.005078,936000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,24.26,615.63,14935.18,BUY,18-12-2024 10:16,41219.1804,Buy,0.0,0x449b49d931493f48674c0419823b3d01c100f50c406da59c05e1d47f4316aa53,56184558991,False,0.03078149,474000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x083384f897ee0f19899168e3b1bec365f52a9012,ETH,2692.0,1.2204,3285.32,SELL,11-02-2025 00:42,-1441.8345,Open Short,0.0,0x26f34851a34d9ff9c80c041d849a070114007a5e4449e5b5fff5cfe20e3e401c,70902297805,False,0.0,425000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8477e447846c758f5a675856001ea72298fd9cb5,JUP,0.80865,267.0,215.91,BUY,08-01-2025 22:37,-267.0,Close Short,5.98614,0x7b19b2d06758ae46b1e4041af9c6ab02024300188f2c2867604a92961fd0c145,61511213131,True,0.075568,639000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,25.4,422.93,10742.42,SELL,19-12-2024 13:13,26049.07021,Sell,88.257332,0xa3ffd605910179d261bc0419994db0015500fc8a63275962d54d3de285ebe2fe,56546761406,True,3.222726,625000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,81403.0,4.586,373314.16,BUY,09-04-2025 23:02,-7.79714,Close Short,-29370.1198,0x6a6b29312318fc5169a404213909ee020342000241b677c1a06e0c155ffd2525,85369144282,False,35.838158,1100000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,12.99,1.0,12.99,BUY,12-03-2025 14:52,19857.75,Open Long,0.0,0xff36dfdc5a00afab9ee3041f65c74002019500dbacedc487c7a5e7c89025ceb7,76869603921,False,0.001299,117000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,14.713,108.74,1599.89,SELL,20-03-2025 16:51,3737.29,Close Long,-12.157132,0xf43a01c7c41c0fa59aa0041feb1f0501790045689bb71594f214594981e7eb7b,80923054248,True,0.479967,61700000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,PROMPT,0.25475,187.0,47.64,BUY,20-04-2025 05:59,-82328.0,Close Short,-0.6171,0x70c58c690bcb8271b9f30421e01b4902013b005a4e1f9e90aeeddb667fa16144,87543072881,True,0.016006,691000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,HYPE,12.949,1.0,12.95,SELL,09-12-2024 19:07,-51.9,Open Short,0.0,0x08bd5f15649eb4dacf2a0418cf619b01a7006feca496605350a4a16fc13f930a,53907714469,True,0.004532,836000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,@107,24.599,79.91,1965.71,BUY,06-02-2025 20:30,2358.982362,Buy,0.0,0x4521a6ebc587b56b1969041d410ded02029600b87cb95dfb83b5c385f16fddb3,70158371020,True,0.02397296,1100000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,23.8,33.83,805.15,BUY,20-12-2024 14:01,37239.00206,Buy,0.0,0xfe69a47d4931b56e89140419ae4b130202920005e998a51fe530ca4db5000ff3,56942630651,False,0.00169147,662000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x083384f897ee0f19899168e3b1bec365f52a9012,SOL,211.0,3.0,633.0,SELL,04-02-2025 18:02,-5964.26,Open Short,0.0,0x0caf1ad65a548cab7ebc041d1f157a0202bd00724e50619ebbf2614b206f8d59,69323800644,False,0.03165,63300000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93245.0,0.011,1025.69,BUY,25-04-2025 03:15,-60.19281,Close Short,0.6292,0x8543ffeb4fdab50bfa0304222f29b702012700b5ee6b85c21ed9215e3bc8ba45,88683244072,True,0.235909,896000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,14.428,412.33,5949.1,SELL,12-03-2025 01:12,120358.72,Close Long,472.076617,0xb3a9e6e4f5293d501bb3041f5c49ec02018b00ecdfb8798414bcd103222f2c30,79154664708,True,1.487274,203000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.518,242.1,3272.71,SELL,02-04-2025 18:22,56178.39,Close Long,198.44937,0xdd08fbf6c4fa7af1dbbc0420c272e80201ac00d83b4d1bc6bd0768b54b32c196,83364331655,True,1.145447,370000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,HYPE,25.035,9.98,249.85,SELL,06-02-2025 19:02,98.36,Close Long,1.547898,0x380125a74698cdb79d8a041d40105a02025400804ecb7ce64861c4499e792d33,70132990575,True,0.087447,202000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8477e447846c758f5a675856001ea72298fd9cb5,APE,1.5208,1201.5,1827.24,SELL,21-10-2024 12:09,-2110.1,Open Short,0.0,0xd2de83d6c3640034ab3c0414cd6c73015b0059444baaa572b312b2b8072a1db1,42727374899,True,0.639534,393000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,103929.0,0.3079,31999.74,SELL,24-01-2025 04:29,1.38112,Close Long,186.21792,0x180bacff9486b734c737041c4856e4018b005b0df9fc69df1bd738a2e48c6345,66055261802,True,7.999934,487000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
